timestamp,test-class,test-method,time,description,result
2021-09-09 17:19:19.876,acme.testing.anonymous.shout.AdministratorShowDashBoardTest,positiveDashBoardShow,12,"[1] nPrivateTasks=4, nPublicTask=12, nFinishedTasks=6, nCurrentTasks=10, tasks=45.5 dd, 67.72 dd, 0 dd, 199 dd. (Measured in days), workloads=9 hrs. y 8 min, 15 hrs. y 51 min, 0 hrs. y 1 min, 60 hrs. y 3 min.",No ParameterResolver registered for parameter [final java.lang.String ratioShoutsFlaggedTrue] in method [public void acme.testing.anonymous.shout.AdministratorShowDashBoardTest.positiveDashBoardShow(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)].
2021-09-09 17:19:27.618,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,0,"[1] recordIndex=6, author=ATH-01, text=Text 1, info=http://www.example.com",No ParameterResolver registered for parameter [final java.lang.String xomen] in method [public void acme.testing.anonymous.shout.AnonymousShoutCreateTest.createPositive(int,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)].
2021-09-09 17:19:27.825,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,1,"[2] recordIndex=7, author=ATH-02, text=Text 2, info=http://www.example.com",No ParameterResolver registered for parameter [final java.lang.String xomen] in method [public void acme.testing.anonymous.shout.AnonymousShoutCreateTest.createPositive(int,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)].
2021-09-09 17:19:28.029,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,0,"[3] recordIndex=8, author=ATH-03, text=Text 3, info=http://www.example.com",No ParameterResolver registered for parameter [final java.lang.String xomen] in method [public void acme.testing.anonymous.shout.AnonymousShoutCreateTest.createPositive(int,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)].
2021-09-09 17:19:28.23,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,0,"[4] recordIndex=9, author=ATH-04, text=viagra esto debería aceptar el spam porque supera el umbral predefinido, info=http://www.example.com",No ParameterResolver registered for parameter [final java.lang.String xomen] in method [public void acme.testing.anonymous.shout.AnonymousShoutCreateTest.createPositive(int,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)].
2021-09-09 17:19:28.435,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,1,"[5] recordIndex=10, author=ATH-05, text=Text 5, info=null",No ParameterResolver registered for parameter [final java.lang.String xomen] in method [public void acme.testing.anonymous.shout.AnonymousShoutCreateTest.createPositive(int,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)].
2021-09-09 17:19:28.638,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1,"[1] recordIndex=0, author=null, text=Text 1, info=http://www.example.com",No ParameterResolver registered for parameter [final java.lang.String xomen] in method [public void acme.testing.anonymous.shout.AnonymousShoutCreateTest.createNegative(int,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)].
2021-09-09 17:19:28.843,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1,"[2] recordIndex=1, author=Alex, text=Text 2, info=http://www.example.com",No ParameterResolver registered for parameter [final java.lang.String xomen] in method [public void acme.testing.anonymous.shout.AnonymousShoutCreateTest.createNegative(int,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)].
2021-09-09 17:19:29.048,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,0,"[3] recordIndex=2, author=Alejandro Manuel Perez Arjona, text=nigeria no debería de tragarselo porque son nueve palabras, info=http://www.example.com",No ParameterResolver registered for parameter [final java.lang.String xomen] in method [public void acme.testing.anonymous.shout.AnonymousShoutCreateTest.createNegative(int,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)].
2021-09-09 17:19:29.252,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,0,"[4] recordIndex=3, author=ATH-02, text=null, info=http://www.example.com",No ParameterResolver registered for parameter [final java.lang.String xomen] in method [public void acme.testing.anonymous.shout.AnonymousShoutCreateTest.createNegative(int,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)].
2021-09-09 17:19:29.458,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1,"[5] recordIndex=4, author=ATH-03, text=Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres…, info=http://www.example.com",No ParameterResolver registered for parameter [final java.lang.String xomen] in method [public void acme.testing.anonymous.shout.AnonymousShoutCreateTest.createNegative(int,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)].
2021-09-09 17:19:29.662,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1,"[6] recordIndex=5, author=ATH-04, text=viagra nigeria, info=http://www.example.com",No ParameterResolver registered for parameter [final java.lang.String xomen] in method [public void acme.testing.anonymous.shout.AnonymousShoutCreateTest.createNegative(int,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)].
2021-09-09 17:19:29.867,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,0,"[7] recordIndex=6, author=ATH-05, text=Esto es un text bien redactado, info=hola",No ParameterResolver registered for parameter [final java.lang.String xomen] in method [public void acme.testing.anonymous.shout.AnonymousShoutCreateTest.createNegative(int,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)].
