timestamp,test-class,test-method,time,description,result
2021-09-09 17:24:59.894,acme.testing.anonymous.shout.AnonymousListTest,listAll,3533,"[1] recordIndex=0, moment=2021/09/08 18:00, author=Shout_author1, text=Shout_text1, info=http://www.example.com, xomen=AAA-20210903, budgetCurrency=EUR, budgetAmount=34.00, important=true, deadline=2021/10/01 19:39",OK
2021-09-09 17:25:03.451,acme.testing.anonymous.shout.AnonymousListTest,listAll,2758,"[2] recordIndex=1, moment=2021/09/08 12:29, author=Shout_author2, text=Shout_text2, info=http://www.example.com, xomen=AAB-20210903, budgetCurrency=USD, budgetAmount=73.00, important=true, deadline=2021/10/01 19:39",OK
2021-09-09 17:25:06.446,acme.testing.anonymous.shout.AnonymousListTest,listAll,2781,"[3] recordIndex=2, moment=2021/09/08 13:19, author=Shout_author3, text=Shout_text3, info=http://www.example.com, xomen=AAC-20210903, budgetCurrency=EUR, budgetAmount=20.00, important=true, deadline=2021/10/01 19:39",OK
2021-09-09 17:25:09.449,acme.testing.anonymous.shout.AnonymousListTest,listAll,2789,"[4] recordIndex=3, moment=2021/09/08 14:09, author=Shout_author4, text=Shout_text4, info=http://www.example.com, xomen=AAD-20210903, budgetCurrency=USD, budgetAmount=10.00, important=true, deadline=2021/10/01 19:39",OK
2021-09-09 17:25:12.416,acme.testing.anonymous.shout.AnonymousListTest,listAll,2767,"[5] recordIndex=4, moment=2021/09/08 15:39, author=Shout_author5, text=Shout_text5, info=http://www.example.com, xomen=AAE-20210903, budgetCurrency=EUR, budgetAmount=9.00, important=true, deadline=2021/10/01 19:39",OK
2021-09-09 17:25:15.378,acme.testing.anonymous.shout.AnonymousListTest,listAll,2762,"[6] recordIndex=5, moment=2021/09/08 16:49, author=Shout_author6, text=Shout_text6, info=http://www.example.com, xomen=AAF-20210903, budgetCurrency=USD, budgetAmount=14.00, important=true, deadline=2021/10/01 19:39",OK
2021-09-09 17:25:18.367,acme.testing.anonymous.shout.AnonymousListTest,listAll,2776,"[7] recordIndex=6, moment=2021/09/08 16:49, author=Shout_author7, text=Shout_text7, info=http://www.example.com, xomen=AAG-20210903, budgetCurrency=GBP, budgetAmount=21.00, important=true, deadline=2021/10/01 19:39",OK
2021-09-09 17:25:30.604,acme.testing.anonymous.shout.AdministratorShowDashBoardTest,positiveDashBoardShow,4527,"[1] nPrivateTasks=4, nPublicTask=12, nFinishedTasks=6, nCurrentTasks=10, tasks=45.5 dd, 67.72 dd, 0 dd, 199 dd. (Measured in days), workloads=9 hrs. y 8 min, 15 hrs. y 51 min, 0 hrs. y 1 min, 60 hrs. y 3 min., ratioShoutsFlaggedTrue=1.00, ratioShoutsBudgetZero=0.00, averageSheetGroupByCurrency1=21.00, averageSheetGroupByCurrency2=21.00, averageSheetGroupByCurrency3=32.33, deviationSheetGroupByCurrency1=10.23, deviationSheetGroupByCurrency2=0.00, deviationSheetGroupByCurrency3=28.80",OK
2021-09-09 17:25:41.765,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,3492,"[1] recordIndex=7, author=Shout_author7, text=Shout_text7, info=http://www.example7.com, xomen=AAA-20210908, budget=EUR 20.00, important=true, deadline=2021/12/10 00:00",Record index 7 is out of range
2021-09-09 17:25:45.483,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,3479,"[2] recordIndex=8, author=Shout_author8, text=Shout_text8, info=http://www.example8.com, xomen=AAB-20210908, budget=GBP 20.00, important=true, deadline=2021/12/10 00:00",Record index 8 is out of range
2021-09-09 17:25:48.941,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,3232,"[3] recordIndex=9, author=Shout_author9, text=Shout_text9, info=http://www.example9.com, xomen=AAC-20210908, budget=USD 20.00, important=false, deadline=2021/12/10 00:00",Record index 9 is out of range
2021-09-09 17:25:52.578,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,3427,"[4] recordIndex=10, author=Shout_author10, text=Shout_text10, info=http://www.example10.com, xomen=AAD-20210908, budget=EUR 20.00, important=true, deadline=2021/12/10 00:00",Record index 10 is out of range
2021-09-09 17:25:56.198,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,3427,"[5] recordIndex=11, author=Shout_author11, text=Shout_text11, info=http://www.example11.com, xomen=AAE-20210908, budget=EUR 20.00, important=true, deadline=2021/12/10 00:00",Record index 11 is out of range
2021-09-09 17:25:59.605,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,3200,"[6] recordIndex=12, author=Shout_author12, text=Shout_text12, info=http://www.example12.com, xomen=AAF-20210908, budget=EUR 30.00, important=false, deadline=2021/12/10 00:00",Record index 12 is out of range
2021-09-09 17:26:02.976,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,3178,"[7] recordIndex=13, author=Shout_author13, text=Shout_text13, info=http://www.example13.com, xomen=AAG-20210908, budget=EUR 25.00, important=false, deadline=2021/12/10 00:00",Record index 13 is out of range
2021-09-09 17:26:06.374,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,3176,"[8] recordIndex=14, author=Shout_author14, text=Shout_text14, info=http://www.example14.com, xomen=AAH-20210908, budget=GBP 25.00, important=false, deadline=2021/12/10 00:00",Record index 14 is out of range
2021-09-09 17:26:09.787,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,3185,"[9] recordIndex=15, author=Shout_author15, text=Shout_text15, info=http://www.example15.com, xomen=AAI-20210908, budget=GBP 25.00, important=false, deadline=2021/12/10 00:00",Record index 15 is out of range
2021-09-09 17:26:11.813,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1833,"[1] recordIndex=0, author=Shout_author1, text=Shout_text1, info=http://www.example1.com, xomen=2020/06/05, budget=GBP 16.00, important=true, deadline=2021/12/10 00:00",OK
2021-09-09 17:26:13.814,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1795,"[2] recordIndex=0, author=Shout_author2, text=Shout_text2, info=http://www.example2.com, xomen=null, budget=null, important=true, deadline=2021/05/10 00:00",OK
2021-09-09 17:26:15.859,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1837,"[3] recordIndex=0, author=Shout_author3, text=Shout_text3, info=ww.ex, xomen=-10/10/2022, budget=ETH 16.00, important=true, deadline=null",OK
2021-09-09 17:26:17.836,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1755,"[4] recordIndex=0, author=null, text=null, info=null, xomen=null, budget=null, important=null, deadline=null",OK
2021-09-09 17:26:19.865,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1837,"[5] recordIndex=0, author=Shout_author5, text=Shout_text5, info=http://www.example5.com, xomen=AAA-20170101, budget=BTC 16.00, important=true, deadline=null",OK
2021-09-09 17:26:21.892,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1820,"[6] recordIndex=0, author=Shout_author66666666666666666666666666666666666, text=Shout_text6, info=http://www.example6.com, xomen=AAA-20170101, budget=Yen 16.00, important=true, deadline=2021/12/10 00:00",OK
2021-09-09 17:26:23.917,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1832,"[7] recordIndex=0, author=Shout_author7, text=Shout_text7, info=http://www.example7.com, xomen=AAA-20170101, budget=Yen 16.00, important=true, deadline=2017/12/10 00:00",OK
2021-09-09 17:26:25.916,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1785,"[8] recordIndex=0, author=Shout_author8, text=Shout_text8, info=http://www.example8.com, xomen=null, budget=XML 100.00, important=true, deadline=2018/12/10 00:00",OK
2021-09-09 17:26:27.94,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1815,"[9] recordIndex=0, author=Shout_author9, text=Shout_text9, info=http://www.example9.com, xomen=AAA-20210910, budget=XML 100.00, important=true, deadline=2022/12/10 00:00",OK
