timestamp,test-class,test-method,time,description,result
2021-09-09 17:56:08.255,acme.testing.anonymous.shout.AnonymousListTest,listAll,2783,"[1] recordIndex=0, moment=2021/09/08 18:00, author=Shout_author1, text=Shout_text1, info=http://www.example.com, xomen=AAA-210903, budgetCurrency=EUR, budgetAmount=34.00, important=true, deadline=2021/10/01 19:39",OK
2021-09-09 17:56:11.252,acme.testing.anonymous.shout.AnonymousListTest,listAll,2740,"[2] recordIndex=1, moment=2021/09/08 12:29, author=Shout_author2, text=Shout_text2, info=http://www.example.com, xomen=AAB-210903, budgetCurrency=USD, budgetAmount=73.00, important=true, deadline=2021/10/01 19:39",OK
2021-09-09 17:56:14.249,acme.testing.anonymous.shout.AnonymousListTest,listAll,2785,"[3] recordIndex=2, moment=2021/09/08 13:19, author=Shout_author3, text=Shout_text3, info=http://www.example.com, xomen=AAC-210903, budgetCurrency=EUR, budgetAmount=20.00, important=true, deadline=2021/10/01 19:39",OK
2021-09-09 17:56:17.205,acme.testing.anonymous.shout.AnonymousListTest,listAll,2758,"[4] recordIndex=3, moment=2021/09/08 14:09, author=Shout_author4, text=Shout_text4, info=http://www.example.com, xomen=AAD-210903, budgetCurrency=USD, budgetAmount=10.00, important=true, deadline=2021/10/01 19:39",OK
2021-09-09 17:56:20.154,acme.testing.anonymous.shout.AnonymousListTest,listAll,2750,"[5] recordIndex=4, moment=2021/09/08 15:39, author=Shout_author5, text=Shout_text5, info=http://www.example.com, xomen=AAE-210903, budgetCurrency=EUR, budgetAmount=9.00, important=true, deadline=2021/10/01 19:39",OK
2021-09-09 17:56:23.112,acme.testing.anonymous.shout.AnonymousListTest,listAll,2759,"[6] recordIndex=5, moment=2021/09/08 16:49, author=Shout_author6, text=Shout_text6, info=http://www.example.com, xomen=AAF-210903, budgetCurrency=USD, budgetAmount=14.00, important=true, deadline=2021/10/01 19:39",OK
2021-09-09 17:56:26.175,acme.testing.anonymous.shout.AnonymousListTest,listAll,2869,"[7] recordIndex=6, moment=2021/09/08 16:49, author=Shout_author7, text=Shout_text7, info=http://www.example.com, xomen=AAG-210903, budgetCurrency=GBP, budgetAmount=21.00, important=true, deadline=2021/10/01 19:39",OK
2021-09-09 17:56:40.419,acme.testing.anonymous.shout.AdministratorShowDashBoardTest,positiveDashBoardShow,4632,"[1] nPrivateTasks=4, nPublicTask=12, nFinishedTasks=6, nCurrentTasks=10, tasks=45.5 dd, 67.72 dd, 0 dd, 199 dd. (Measured in days), workloads=9 hrs. y 8 min, 15 hrs. y 51 min, 0 hrs. y 1 min, 60 hrs. y 3 min., ratioShoutsFlaggedTrue=1.00, ratioShoutsBudgetZero=0.00, averageSheetGroupByCurrency1=21.00, averageSheetGroupByCurrency2=21.00, averageSheetGroupByCurrency3=32.33, deviationSheetGroupByCurrency1=10.23, deviationSheetGroupByCurrency2=0.00, deviationSheetGroupByCurrency3=28.80",OK
2021-09-09 17:56:54.539,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,5094,"[1] recordIndex=7, author=Shout_author7, text=Shout_text7, info=http://www.example7.com, xomen=AAA-210909, budget=EUR 20.00, important=true, deadline=2021/12/10 00:00",OK
2021-09-09 17:56:59.837,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,5069,"[2] recordIndex=8, author=Shout_author8, text=Shout_text8, info=http://www.example8.com, xomen=AAB-210909, budget=GBP 20.00, important=true, deadline=2021/12/10 00:00",OK
