timestamp,test-class,test-method,time,description,result
2021-08-23 17:08:37.232,acme.testing.administrator.spam.AdministratorSpamUpdateTest,updateNegative,7340,"[1] recordIndex=0, word=nigeria",OK
2021-08-23 17:08:44.993,acme.testing.administrator.spam.AdministratorSpamUpdateTest,updateNegative,7362,"[2] recordIndex=1, word=estetextodeberiasuperarloscincuentacaracteresparaquesalteunerrorenelformulario",OK
2021-08-23 17:08:52.242,acme.testing.administrator.spam.AdministratorSpamUpdateTest,updateNegative,6835,"[3] recordIndex=2, word=null",OK
2021-08-23 17:09:01.319,acme.testing.administrator.spam.AdministratorSpamUpdateTest,updatePositive,8679,"[1] recordIndex=0, word=sexual",OK
2021-08-23 17:09:10.127,acme.testing.administrator.spam.AdministratorSpamUpdateTest,updatePositive,8419,"[2] recordIndex=1, word=hardcore",OK
2021-08-23 17:09:18.605,acme.testing.administrator.spam.AdministratorSpamUpdateTest,updatePositive,8114,"[3] recordIndex=2, word=viagra pills",OK
2021-08-23 17:09:27.131,acme.testing.administrator.spam.AdministratorSpamUpdateTest,updatePositive,8197,"[4] recordIndex=3, word=cialis pills",OK
2021-08-23 17:09:36.533,acme.testing.administrator.spam.AdministratorSpamUpdateTest,updatePositive,8913,"[5] recordIndex=4, word=nigerian prince",OK
2021-08-23 17:09:47.45,acme.testing.administrator.spam.AdministratorSpamUpdateTest,updatePositive,10440,"[6] recordIndex=5, word=you have won",OK
2021-08-23 17:10:09.515,acme.testing.administrator.spam.AdministratorThresholdUpdateTest,updateNegative,6899,"[1] recordIndex=0, threshold=prueba",OK
2021-08-23 17:10:17.304,acme.testing.administrator.spam.AdministratorThresholdUpdateTest,updateNegative,7236,"[2] recordIndex=0, threshold=-5.1",OK
2021-08-23 17:10:24.743,acme.testing.administrator.spam.AdministratorThresholdUpdateTest,updateNegative,7029,"[3] recordIndex=0, threshold=1283.19",OK
2021-08-23 17:10:31.867,acme.testing.administrator.spam.AdministratorThresholdUpdateTest,updateNegative,6789,"[4] recordIndex=0, threshold=12.28422",OK
2021-08-23 17:10:38.763,acme.testing.administrator.spam.AdministratorThresholdUpdateTest,updateNegative,6542,"[5] recordIndex=0, threshold=null",OK
2021-08-23 17:10:47.2,acme.testing.administrator.spam.AdministratorThresholdUpdateTest,updatePositive,8041,"[1] recordIndex=0, threshold=1.40",OK
2021-08-23 17:10:55.568,acme.testing.administrator.spam.AdministratorThresholdUpdateTest,updatePositive,8007,"[2] recordIndex=0, threshold=45.66",OK
2021-08-23 17:11:05.756,acme.testing.administrator.spam.AdministratorThresholdUpdateTest,updatePositive,9875,"[3] recordIndex=0, threshold=100.00",OK
2021-08-23 17:11:15.984,acme.testing.administrator.spam.AdministratorThresholdUpdateTest,updatePositive,9779,"[4] recordIndex=0, threshold=0.00",OK
2021-08-23 17:11:37.343,acme.testing.administrator.spam.AdministratorThresholdListTest,listAll,6724,"[1] recordIndex=0, threshold=10.00",OK
2021-08-23 17:11:58.447,acme.testing.administrator.spam.AdministratorSpamDeleteTest,deletePositive,8309,"[1] recordIndex=0, word=sex, wordnext=hard core",OK
2021-08-23 17:12:06.98,acme.testing.administrator.spam.AdministratorSpamDeleteTest,deletePositive,8207,"[2] recordIndex=0, word=hard core, wordnext=viagra",OK
2021-08-23 17:12:15.868,acme.testing.administrator.spam.AdministratorSpamDeleteTest,deletePositive,8550,"[3] recordIndex=0, word=viagra, wordnext=cialis",OK
2021-08-23 17:12:24.793,acme.testing.administrator.spam.AdministratorSpamDeleteTest,deletePositive,8581,"[4] recordIndex=0, word=cialis, wordnext=nigeria",OK
2021-08-23 17:12:47.79,acme.testing.administrator.spam.AdministratorSpamCreateTest,createPositive,9572,"[1] recordIndex=10, word=fuck",OK
2021-08-23 17:12:57.068,acme.testing.administrator.spam.AdministratorSpamCreateTest,createPositive,8921,"[2] recordIndex=11, word=shit",OK
2021-08-23 17:13:06.164,acme.testing.administrator.spam.AdministratorSpamCreateTest,createPositive,8730,"[3] recordIndex=12, word=send money to",OK
2021-08-23 17:13:14.931,acme.testing.administrator.spam.AdministratorSpamCreateTest,createPositive,8411,"[4] recordIndex=13, word=free download",OK
2021-08-23 17:13:21.825,acme.testing.administrator.spam.AdministratorSpamCreateTest,createNegative,6288,"[1] recordIndex=0, word=nigeria",OK
2021-08-23 17:13:28.426,acme.testing.administrator.spam.AdministratorSpamCreateTest,createNegative,6120,"[2] recordIndex=1, word=estetextodeberiasuperarloscincuentacaracteresparaquesalteunerrorenelformulario",OK
2021-08-23 17:13:34.526,acme.testing.administrator.spam.AdministratorSpamCreateTest,createNegative,5745,"[3] recordIndex=2, word=null",OK
2021-08-23 17:13:55.216,acme.testing.administrator.spam.AdministratorSpamListTest,listAll,6428,"[1] recordIndex=0, word=sex",OK
2021-08-23 17:14:02.569,acme.testing.administrator.spam.AdministratorSpamListTest,listAll,6989,"[2] recordIndex=1, word=hard core",OK
2021-08-23 17:14:09.356,acme.testing.administrator.spam.AdministratorSpamListTest,listAll,6416,"[3] recordIndex=2, word=viagra",OK
2021-08-23 17:14:16.285,acme.testing.administrator.spam.AdministratorSpamListTest,listAll,6490,"[4] recordIndex=3, word=cialis",OK
2021-08-23 17:14:22.933,acme.testing.administrator.spam.AdministratorSpamListTest,listAll,6265,"[5] recordIndex=4, word=nigeria",OK
2021-08-23 17:14:30.595,acme.testing.administrator.spam.AdministratorSpamListTest,listAll,7258,"[6] recordIndex=5, word=you've won",OK
2021-08-23 17:14:37.647,acme.testing.administrator.spam.AdministratorSpamListTest,listAll,6674,"[7] recordIndex=6, word=million dollar",OK
2021-08-23 17:14:46.068,acme.testing.administrator.spam.AdministratorSpamListTest,listAll,7661,"[8] recordIndex=7, word=sexo",OK
2021-08-23 17:14:52.703,acme.testing.administrator.spam.AdministratorSpamListTest,listAll,6209,"[9] recordIndex=8, word=has ganado",OK
2021-08-23 17:14:59.17,acme.testing.administrator.spam.AdministratorSpamListTest,listAll,6121,"[10] recordIndex=9, word=millon de euros",OK
