timestamp,simple-path,time
2021-06-06 12:13:22.444,/master/welcome,221
2021-06-06 12:13:22.659,/master/welcome,169
2021-06-06 12:13:23.363,/master/sign-in,594
2021-06-06 12:13:24.618,/master/welcome,581
2021-06-06 12:13:25.657,/master/welcome,176
2021-06-06 12:13:26.36,/master/welcome,595
2021-06-06 12:13:26.624,/master/welcome,153
2021-06-06 12:13:26.829,/master/welcome,156
2021-06-06 12:13:27.523,/master/sign-in,587
2021-06-06 12:13:28.786,/master/welcome,593
2021-06-06 12:13:29.055,/master/welcome,191
2021-06-06 12:13:29.852,/administrator/dashboard/show,595
